CO,NO2,PM2.5,SO2,source_label,health_impact,Precautionary_Measures,AQI
1.696,56.45,78.33,33.86,Power plant emissions,Unhealthy,Consider wearing an N95 respirator mask outdoors,40.013
0.377,7.62,13.21,4.05,Natural background air,Moderate,Consider reducing prolonged outdoor physical activity,6.7935
4.205,19.94,177.24,7.25,Waste burning,Very unhealthy,Postpone all unnecessary outdoor travel and work,90.7225
7.429,29.12,122.86,10.35,Waste burning,Unhealthy,Stay indoors with windows and doors securely closed,65.1445
0.82,7.23,1.76,1.39,Natural background air,Good,Enjoy all outdoor activities with no restrictions,1.29
0.412,13.15,3.96,2.28,Natural background air,Moderate,Enjoy outdoor activities but with caution,2.186
3.87,44.38,54.94,22.77,Industrial emissions,Unhealthy for sensitive groups,Children and seniors should reduce prolonged exertion outside,29.405
2.316,76.54,84.58,36.96,Industrial emissions,Unhealthy,Ensure proper ventilation with an air filter system,43.448
6.702,22.72,229.36,12.99,Waste burning,Very unhealthy,Postpone all unnecessary outdoor travel and work,118.031
9.585,70.6,47.17,8.71,Traffic congestion,Unhealthy for sensitive groups,Vulnerable populations advised to avoid outdoor exposure,28.3775
6.386,30.36,157.94,1.98,Waste burning,Very unhealthy,Keep windows sealed and use indoor air circulation,82.163
1.711,49.21,63.11,41.74,Power plant emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,32.4105
1.141,0.8,3.51,3.11,Natural background air,Moderate,Be mindful of your body's health reactions,2.3255
3.199,8.17,61.96,8.27,Domestic cooking/heating smoke,Unhealthy,Consider wearing an N95 respirator mask outdoors,32.5795
4.761,50.49,58.93,8.66,Traffic congestion,Unhealthy,Wear a high-efficiency particulate air mask outdoors,31.8455
2.754,34.27,57.53,26.58,Power plant emissions,Unhealthy,Ensure proper ventilation with an air filter system,30.142
5.972,18.25,116.91,14.3,Waste burning,Unhealthy,Ensure proper ventilation with an air filter system,61.441
2.071,47.6,39.82,27.14,Power plant emissions,Unhealthy for sensitive groups,Limit time spent in high-traffic or dusty areas,20.9455
0.861,4.8,283.29,1.91,Construction dust,Hazardous,Outdoor activities are dangerous for all population groups,142.0755
3.791,24.99,129.48,3.98,Domestic cooking/heating smoke,Unhealthy,Use an air purifier to improve indoor air quality,66.6355
2.716,69.8,63.73,24.69,Industrial emissions,Unhealthy,Use an air purifier to improve indoor air quality,33.223
2.68,15.35,83.5,5.78,Domestic cooking/heating smoke,Unhealthy,Avoid all non-essential outdoor physical exertion,43.09
4.392,11.1,128.61,8.12,Waste burning,Unhealthy,Avoid all non-essential outdoor physical exertion,66.501
5.183,10.03,141.52,3.27,Waste burning,Unhealthy,Avoid all non-essential outdoor physical exertion,73.3515
4.781,0.2,156.7,9.13,Biomass burning,Very unhealthy,Use an air filter or purifier in your home,80.7405
4.018,19.92,83.29,6.25,Domestic cooking/heating smoke,Unhealthy,Ensure proper ventilation with an air filter system,43.654
4.481,7.75,156.29,7.04,Biomass burning,Very unhealthy,Use an air filter or purifier in your home,80.3855
4.209,75.8,29.12,5.77,Traffic congestion,Moderate,Be mindful of your body's health reactions,16.6645
5.263,7.86,151.29,6.61,Biomass burning,Very unhealthy,"Cancel all outdoor activities, including school sports",78.2765
1.206,0.86,22.34,2.65,Natural background air,Moderate,Keep an eye on air quality updates hourly,11.773
0.731,12.62,220.28,9.02,Construction dust,Very unhealthy,Wear a certified respirator mask when stepping outside,110.5055
7.78,27.06,150.41,7.51,Waste burning,Very unhealthy,Use an air filter or purifier in your home,79.095
2.734,48.76,52.4,35.15,Power plant emissions,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,27.567
1.896,39.79,79.2,29.48,Power plant emissions,Unhealthy,Stay indoors with windows and doors securely closed,40.548
1.709,10.25,130.37,7.83,Construction dust,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,66.0395
3.986,18.78,128.09,5.78,Domestic cooking/heating smoke,Unhealthy,Wear a high-efficiency particulate air mask outdoors,66.038
5.509,20.34,106.93,4.11,Waste burning,Unhealthy,Consider wearing an N95 respirator mask outdoors,56.2195
4.461,32.08,162.81,5.81,Waste burning,Very unhealthy,Postpone all unnecessary outdoor travel and work,83.6355
7.747,35.96,27.94,7.01,Traffic congestion,Moderate,Stay informed on daily air quality forecasts,17.8435
0.112,2.13,130.46,6.26,Construction dust,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,65.286
4.463,13.04,194.11,6.01,Biomass burning,Very unhealthy,Use an air filter or purifier in your home,99.2865
6.684,27.43,155.08,13.19,Waste burning,Very unhealthy,"Cancel all outdoor activities, including school sports",80.882
6.022,22.69,121.62,14.74,Waste burning,Unhealthy,Ensure proper ventilation with an air filter system,63.821
2.919,20.56,66.07,4.19,Domestic cooking/heating smoke,Unhealthy,Use an air purifier to improve indoor air quality,34.4945
2.356,24.51,80.11,0.67,Domestic cooking/heating smoke,Unhealthy,Wear a high-efficiency particulate air mask outdoors,41.233
6.0,28.26,193.26,2.8,Waste burning,Very unhealthy,Keep windows sealed and use indoor air circulation,99.63
1.642,43.89,64.39,28.93,Power plant emissions,Unhealthy,Postpone outdoor sports and strenuous activities today,33.016
1.763,6.24,18.01,4.59,Natural background air,Moderate,Enjoy outdoor activities but with caution,9.8865
1.034,56.93,43.48,44.77,Power plant emissions,Unhealthy for sensitive groups,Monitor your symptoms and seek medical advice,22.257
2.769,8.88,120.99,0.63,Domestic cooking/heating smoke,Unhealthy,Use an air purifier to improve indoor air quality,61.8795
1.087,1.09,262.43,2.18,Construction dust,Hazardous,All outdoor activity must cease for a short period,131.7585
2.202,2.37,149.9,3.27,Domestic cooking/heating smoke,Unhealthy,Consider wearing an N95 respirator mask outdoors,76.051
5.342,11.68,194.31,0.42,Biomass burning,Very unhealthy,Use an air filter or purifier in your home,99.826
3.847,7.06,187.4,9.46,Biomass burning,Very unhealthy,Use an air filter or purifier in your home,95.6235
1.886,78.69,94.1,25.17,Industrial emissions,Unhealthy,Use an air purifier to improve indoor air quality,47.993
3.302,60.69,84.11,31.06,Industrial emissions,Unhealthy,Ensure proper ventilation with an air filter system,43.706
4.405,57.04,43.92,6.37,Traffic congestion,Unhealthy for sensitive groups,Children and seniors should reduce prolonged exertion outside,24.1625
1.112,10.49,194.75,1.38,Construction dust,Very unhealthy,Postpone all unnecessary outdoor travel and work,97.931
3.064,62.44,68.57,36.18,Industrial emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,35.817
1.696,60.15,92.02,27.92,Industrial emissions,Unhealthy,Stay indoors with windows and doors securely closed,46.858
4.474,79.51,36.28,8.1,Traffic congestion,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,20.377
5.26,12.42,127.36,14.81,Waste burning,Unhealthy,Wear a high-efficiency particulate air mask outdoors,66.31
1.624,13.01,241.47,0.47,Construction dust,Hazardous,Use high-quality N95 respirator masks if unavoidable,121.547
1.08,46.32,73.48,46.83,Power plant emissions,Unhealthy,Use an air purifier to improve indoor air quality,37.28
2.669,45.63,62.32,34.29,Power plant emissions,Unhealthy,Consider wearing an N95 respirator mask outdoors,32.4945
5.467,17.15,190.08,4.31,Biomass burning,Very unhealthy,Keep windows sealed and use indoor air circulation,97.7735
4.191,76.49,39.99,9.67,Traffic congestion,Unhealthy for sensitive groups,Limit time spent in high-traffic or dusty areas,22.0905
2.503,58.01,63.83,31.54,Power plant emissions,Unhealthy,Use an air purifier to improve indoor air quality,33.1665
2.095,10.58,68.53,6.07,Domestic cooking/heating smoke,Unhealthy,Ensure proper ventilation with an air filter system,35.3125
1.618,38.54,68.49,44.52,Power plant emissions,Unhealthy,Postpone outdoor sports and strenuous activities today,35.054
0.045,1.69,15.24,4.1,Natural background air,Moderate,Stay informed on daily air quality forecasts,7.6425
1.671,67.31,91.91,29.92,Industrial emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,46.7905
5.781,32.81,46.33,5.03,Traffic congestion,Unhealthy for sensitive groups,Monitor your symptoms and seek medical advice,26.0555
1.154,3.32,6.73,4.02,Natural background air,Moderate,Keep an eye on air quality updates hourly,3.942
4.298,9.15,105.86,3.69,Biomass burning,Unhealthy,Consider wearing an N95 respirator mask outdoors,55.079
0.207,6.47,5.75,2.58,Natural background air,Good,"Enjoy clean air and sunshine, stay active",2.9785
2.254,30.97,71.15,27.82,Power plant emissions,Unhealthy,Stay indoors with windows and doors securely closed,36.702
3.719,8.13,64.49,2.72,Domestic cooking/heating smoke,Unhealthy,Postpone outdoor sports and strenuous activities today,34.1045
0.415,8.53,276.32,4.32,Construction dust,Hazardous,Outdoor activities are dangerous for all population groups,138.3675
5.143,9.23,190.6,6.95,Biomass burning,Very unhealthy,Wear a certified respirator mask when stepping outside,97.8715
4.298,58.92,51.69,8.77,Traffic congestion,Unhealthy for sensitive groups,Limit time spent in high-traffic or dusty areas,27.994
2.52,9.49,132.33,3.92,Domestic cooking/heating smoke,Unhealthy,Stay indoors with windows and doors securely closed,67.425
2.932,66.98,53.89,39.24,Industrial emissions,Unhealthy for sensitive groups,Vulnerable populations advised to avoid outdoor exposure,28.411
4.564,19.52,95.94,0.17,Biomass burning,Unhealthy,Stay indoors with windows and doors securely closed,50.252
2.538,24.27,71.08,4.04,Domestic cooking/heating smoke,Unhealthy,Ensure proper ventilation with an air filter system,36.809
1.895,6.35,0.23,2.21,Natural background air,Moderate,Keep an eye on air quality updates hourly,1.0625
1.024,14.11,129.55,3.52,Construction dust,Unhealthy,Postpone outdoor sports and strenuous activities today,65.287
5.188,19.34,107.69,6.63,Biomass burning,Unhealthy,Wear a high-efficiency particulate air mask outdoors,56.439
3.346,75.73,53.5,23.28,Industrial emissions,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,28.423
6.582,11.14,241.95,12.63,Waste burning,Very unhealthy,It is strongly advised to remain indoors now,124.266
3.3,24.93,110.76,3.21,Domestic cooking/heating smoke,Unhealthy,Postpone outdoor sports and strenuous activities today,57.03
0.733,0.79,256.13,9.55,Construction dust,Hazardous,Follow all official warnings and emergency protocols,128.4315
4.862,4.03,128.02,0.39,Biomass burning,Unhealthy,Postpone outdoor sports and strenuous activities today,66.441
4.167,53.96,26.97,1.19,Traffic congestion,Moderate,Be mindful of your body's health reactions,15.5685
1.349,81.06,77.26,37.07,Industrial emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,39.3045
0.9,4.99,10.96,1.31,Natural background air,Good,No precautions are required at this time,5.93
2.505,21.98,110.58,2.31,Domestic cooking/heating smoke,Unhealthy,Stay indoors with windows and doors securely closed,56.5425
4.153,0.78,84.68,3.88,Biomass burning,Unhealthy,Use an air purifier to improve indoor air quality,44.4165
1.766,7.92,12.94,2.89,Natural background air,Moderate,Keep an eye on air quality updates hourly,7.353
4.256,59.7,57.91,5.75,Traffic congestion,Unhealthy,Consider wearing an N95 respirator mask outdoors,31.083
4.664,8.13,141.19,9.96,Domestic cooking/heating smoke,Unhealthy,Ensure proper ventilation with an air filter system,72.927
0.646,8.16,219.76,3.57,Construction dust,Very unhealthy,Keep windows sealed and use indoor air circulation,110.203
1.742,5.14,19.24,2.81,Natural background air,Moderate,Be mindful of your body's health reactions,10.491
2.92,8.82,116.3,3.34,Domestic cooking/heating smoke,Unhealthy,Wear a high-efficiency particulate air mask outdoors,59.61
2.831,47.63,102.84,31.77,Industrial emissions,Unhealthy,Wear a high-efficiency particulate air mask outdoors,52.8355
1.631,29.63,48.34,23.89,Power plant emissions,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,24.9855
2.567,26.36,68.09,46.91,Power plant emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,35.3285
5.627,63.46,35.91,5.2,Traffic congestion,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,20.7685
3.963,47.69,98.96,25.7,Industrial emissions,Unhealthy,Postpone outdoor sports and strenuous activities today,51.4615
3.554,65.26,84.16,30.22,Industrial emissions,Unhealthy,Stay indoors with windows and doors securely closed,43.857
6.639,21.05,197.59,0.92,Waste burning,Very unhealthy,Use an air filter or purifier in your home,102.1145
6.154,34.8,228.77,1.46,Waste burning,Very unhealthy,Avoid exposure to outdoor air as much as possible,117.462
1.497,12.42,259.05,0.39,Construction dust,Hazardous,All individuals should immediately seek indoor shelter,130.2735
3.442,0.16,156.08,4.48,Biomass burning,Very unhealthy,It is strongly advised to remain indoors now,79.761
0.482,3.12,6.26,4.03,Natural background air,Good,No precautions are required at this time,3.371
1.086,12.49,3.13,0.65,Natural background air,Moderate,Enjoy outdoor activities but with caution,2.108
4.41,17.8,165.22,0.62,Biomass burning,Very unhealthy,"Cancel all outdoor activities, including school sports",84.815
4.245,20.17,137.36,9.98,Domestic cooking/heating smoke,Unhealthy,Wear a high-efficiency particulate air mask outdoors,70.8025
7.242,42.88,34.42,3.77,Traffic congestion,Moderate,Be mindful of your body's health reactions,20.831
3.45,20.96,93.16,8.6,Domestic cooking/heating smoke,Unhealthy,Postpone outdoor sports and strenuous activities today,48.305
1.566,6.64,207.86,7.78,Construction dust,Very unhealthy,It is strongly advised to remain indoors now,104.713
1.957,81.62,53.55,30.31,Industrial emissions,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,27.7535
1.773,63.67,110.91,33.45,Industrial emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,56.3415
0.57,3.59,19.67,0.28,Natural background air,Moderate,Consider reducing prolonged outdoor physical activity,10.12
6.161,31.28,243.69,8.49,Waste burning,Very unhealthy,Wear a certified respirator mask when stepping outside,124.9255
3.187,10.25,176.96,4.59,Biomass burning,Very unhealthy,Wear a certified respirator mask when stepping outside,90.0735
2.736,45.83,65.9,31.79,Power plant emissions,Unhealthy,Postpone outdoor sports and strenuous activities today,34.318
5.176,15.26,215.04,3.8,Waste burning,Very unhealthy,Avoid exposure to outdoor air as much as possible,110.108
2.939,6.78,114.19,8.66,Domestic cooking/heating smoke,Unhealthy,Postpone outdoor sports and strenuous activities today,58.5645
1.685,4.55,197.87,4.71,Construction dust,Very unhealthy,Wear a certified respirator mask when stepping outside,99.7775
4.214,17.61,98.62,3.47,Domestic cooking/heating smoke,Unhealthy,Postpone outdoor sports and strenuous activities today,51.417
6.203,13.83,209.49,9.0,Waste burning,Very unhealthy,Postpone all unnecessary outdoor travel and work,107.8465
4.053,22.79,215.65,14.02,Waste burning,Very unhealthy,"Cancel all outdoor activities, including school sports",109.8515
